Brand,Model,Category,Fuel_Type,Typ,Start_Year,End_Year,HSN_TSN
WIESMANN,Wiesmann Gt Mf4,雙門跑車,汽油,GT MF4,2003,2015,N/A
WIESMANN,Wiesmann Gt Mf4,雙門跑車,汽油,GT MF4 SMG,2003,2015,N/A
WIESMANN,Wiesmann Roadster Mf3,敞篷跑車,汽油,Roadster MF3,1993,2011,N/A
WIESMANN,Wiesmann Roadster Mf4,敞篷跑車,汽油,Roadster MF4,2010,2015,N/A
WIESMANN,Wiesmann Roadster Mf4,敞篷跑車,汽油,Roadster MF4 Sportautomatik,2010,2015,N/A
WIESMANN,Wiesmann Roadster Mf4,敞篷跑車,汽油,Roadster MF4-S,2010,2015,N/A
WIESMANN,Wiesmann Roadster Mf4,敞篷跑車,汽油,Roadster MF4-S DKG,2010,2015,N/A
WIESMANN,Wiesmann Roadster Mf5,敞篷跑車,汽油,Roadster MF5 SMG,2010,2015,N/A
