Brand,Model,Category,Fuel_Type,Typ,Start_Year,End_Year,HSN_TSN
XPENG,P7Plus,高背掀背車,電力,P7+ AWD Performance seit 01/2026,2026,至今,N/A
XPENG,P7Plus,高背掀背車,電力,P7+ RWD Long Range seit 01/2026,2026,至今,N/A
XPENG,P7Plus,高背掀背車,電力,P7+ RWD Standard Range seit 01/2026,2026,至今,N/A
